Yates,52.9538302,-1.1515864
Shannon's,52.4773224,-1.8530029
The Beechdale,52.9616521,-1.2015796
The Pelican,52.9644935,-1.2300595
Jolly Millers,52.2934625,0.1293195
Crown and Pipes,52.2982438,-0.0714341
The Duchess,52.298162,-0.0721834
The East House,53.390617,-1.4588997
Staffordshire Arms,53.3919673,-1.4565773
Royal Oak,53.3927509,-1.4561329
Grapes Inn,53.3931203,-1.4553873
Bird in Hand,52.007452,-0.3049735
The Globe,53.44354,-1.9566313
Corner Cupboard,53.4436487,-1.9535388
The Oakwood,53.4433787,-1.9527555
Norfolk Arms,53.4435704,-1.9490835
The Star Inn,53.4445981,-1.9485629
Drovers Arms,53.4329426,-1.950538
The George,52.4765922,-1.9979696
Crown & Thistle,52.0627498,0.200109
The Plough,52.0642673,0.2043274
The Vine,52.5092493,-1.9788857
The White Hart,52.0108024,-0.4581367
Old Tup,53.4455418,-1.9808288
The Centurion,53.4456696,-1.9909139
Lakeside Lodge,52.39408,-0.0296772
The Plough,52.036606,-1.3308263
The Chieftain,53.4567268,-1.9783122
The Anchor,53.4612794,-1.9693441
Spinners Arms,53.4605937,-1.9709373
Pear Tree,53.4604785,-1.9833271
New Lamp,53.464731,-1.9713294
Travellers Rest,53.433422,-1.5362764
"The Roe Cross Green is now a caf̩,Tea room, gift shop, beauty salon and small garden centre",53.4622036,-2.0161562
The Organ....currently closed..no signs ever opening again !,53.4634217,-1.9905674
New Inn,53.4620371,-1.9942027
Gun Inn,53.4610104,-1.9962182
The Royal Oak..no longer a pub...converted to flats,53.4611617,-1.9955781
All Bar One,52.4784298,-1.9123754
Pitcher & Piano,52.4782683,-1.9120275
The Castle,53.3429574,-1.7765431
The George,53.3425019,-1.7764332
The Bull's Head,53.3432419,-1.7763551
Chapman Arms,53.4444183,-2.0282721
Harewood Arms,53.441053,-2.0122724
Cheshire Cheese,53.4401069,-2.0084744
The Wagon...no longer a pub..private housing,53.4490846,-2.0164932
The White Hart...now closed..indefinitely!,53.4558115,-2.0113156
The Junction..no longer a pub...private housing,53.4575125,-2.011574
Pack Horse Inn...no longer a pub..being converted to private housing,53.4556416,-2.0124659
Royal Oak,53.4445633,-1.9275956
Red Admiral,52.5412605,-1.9381729
Merrie Monk,53.374927,-1.4301861
Crucible Corner,53.380813,-1.4675243
The Green Man,52.278693,-1.5268457
The Nags Head Inn,52.5818265,-1.3590861
Porter Cottage,53.3677444,-1.4975067
Lescar Hotel,53.3674747,-1.498391
The Mottram Wood,53.4536434,-2.0258417
Four in Hand,53.4492414,-2.027781
Toby Carvery,53.3478102,-1.5219229
Red Lion Inn,53.2736415,-1.7563577
The Jolly Miller,52.631192,-1.1230222
Wyvern Arms,52.6548478,-1.1029021
Owl & Pussycat,52.6616274,-1.114206
The Black Horse,52.6313688,-1.1453699
The Devonshire,53.3793711,-1.4770475
The Bell Fountain,52.5855217,-1.1034035
The Plough,52.5830558,-1.1106033
The Marquis of Queensbury,52.5801396,-1.1332038
The Bell Inn,52.5027266,-0.9945553
Red Lion,52.4922943,-0.9052507
Shoulder of Mutton,52.4917092,-0.9037518
Queen's Head,52.5053649,-0.8659959
Punch Bowl,53.3569654,-1.4325311
New Inn,53.3499889,-1.4275221
Bagshawe Arms,53.3377774,-1.4467259
Earl Marshall,53.3629978,-1.4550608
Three Cranes,53.384509,-1.4689098
The Grapes,53.3817989,-1.4750219
Snake Pass  Inn,53.4118031,-1.8321385
Aston Hotel,52.5116213,-1.8864411
The Fox,51.979468,-1.243502
Thorold Arms,53.1505916,-0.5482518
The Greyhound,52.29331,-1.5301145
Bulls Head,52.6840061,-1.2823263
Queens Head,52.6901835,-1.277497
The Nags Head,52.6508081,-1.2041643
Railway Inn,52.6534612,-1.2000208
The Birch Tree,52.7096223,-1.3405397
Coach and Horses,52.6854725,-1.2671514
Jolly Colliers,52.7339785,-1.3741364
The Devonshire Arms,53.2459014,-1.6133234
The Wheatsheaf,53.2465269,-1.6124122
Rutland Arms,53.2480491,-1.6249789
The Bridge Inn,53.2661742,-1.6310557
The Derwentwater Arms,53.268364,-1.6411023
The Eyre Arms,53.2702968,-1.6425006
The Gardeners Arms,51.9987016,-2.0023658
Hugh Stewart Hall bar,52.9405876,-1.1960893
Cripps bar,52.9423398,-1.1949822
The Park,53.410484,-1.5049989
Willoughby hall bar,52.9351674,-1.2053455
Lincoln hall bar,52.9420915,-1.1988403
Hops@Lenton,52.9433151,-1.1992071
Derby hall bar,52.941583,-1.202323
Rutland hall bar,52.9400328,-1.2037291
Nightingale hall bar,52.9373919,-1.2069535
Black Horse,52.2001807,-1.5464215
The Spread Eagle,52.1818574,-0.8252107
The White Hart,52.1872995,-0.8204404
The White Hart,53.039065,0.0153422
The Burnaby Arms,52.1444209,-0.4741572
White Hart,52.5521083,-1.5703267
Rose Inn,52.5698071,-1.591788
The Anchor Inn,52.5677313,-1.6454671
Sir Charles Napier,52.6352446,-1.1574696
The Crown Inn,52.5446238,-0.9496343
Old Red Lion,52.5258363,-0.8714942
The Bell,52.57505,-1.0020121
Queen's Head,52.6175084,-0.9394553
The Barley Mow,53.0741155,0.2087288
The Cock,52.0929934,-0.6486453
The Chequers,52.0929745,-0.6475051
The Wavendon Arms,52.0270962,-0.6686657
The Pitsmoor,53.4001337,-1.4655879
Weaver Arms,52.4334756,-1.4802407
Prince of Wales,52.2786633,-0.1121509
The Kings Arms,52.1901169,-1.1038041
Bull & Butcher,52.4623968,-1.5903994
The Chase,52.5369941,-1.5244165
The Mount Inn,52.006439,-1.8968528
Three Stags Heads,53.2771153,-1.730066
Saracen,52.971363,-1.6763022
The Marina,52.5370153,-1.4002974
Wharf Inn,52.5353167,-1.3955219
Little John Inn,53.329576,-1.6561889
The Plough Inn,53.3205432,-1.6497258
Scotsman's Pack,53.3319753,-1.6494597
Snibstone New Inn,52.7253578,-1.3747839
Westways,53.3813413,-1.4734663
Seventh Trap,52.5201757,-1.9013519
The Psalter (closed),53.3649048,-1.5014349
Red Lion,52.3484741,0.2189709
Shakey,53.402872,-1.5010432
The Station,52.4385202,-1.892345
The Cross Keys,52.5306596,-1.3495194
The Bulls Head,52.4874788,-1.3684997
The Sycamores,52.5265539,-1.3519679
The Volunteer Inn,52.0490712,-1.7850563
Prince of Wales,52.539459,-1.3777057
Sportsmans Inn,52.5397388,-1.3768624
The Six Bells,52.7345036,-0.4393811
The Big Gun,53.3863807,-1.4636645
The Sportsman,53.371582600000004,-1.5776161
Prince of Wales,53.3564108,-1.5106576
O'Neill's,52.4150966,-1.778834
Walkabout,52.4147875,-1.7789797999999999
The Flute and Flagon,52.4144865,-1.7810562
The White Swan,52.4145251,-1.7812667
The Figure of Eight,52.4765251,-1.9121985
Fighting Cocks,52.0064331,0.2114647
Queen's Head,52.0339874,0.2090238
The Victory,52.0262178,0.2422827
The Axe,52.0253897,0.2506343
Cellar & Kitchen Bar,52.0236034,0.2418379
Kings Arms,52.0243039,0.2409412
The Crown,52.6934116,-1.4238427
Queens Head,52.6949696,-1.4235273
The Postillion,52.6064726,-0.2424251
The Sportsman,53.3773902,-1.9348981
Pack Horse,53.3804544,-1.9458838
The Grouse Pub & Chinese Restaurant,53.378498,-1.965678
The Royal Hotel,53.3795235,-1.9449483
The Saracen's Head,52.1334075,-0.9906163
Masons Arms,53.368825,-2.0002288
The Nags Head,52.6859682,-1.9057287
Last Orders,53.4419071,-1.9498341
The Botanical,53.3715544,-1.4876255
The Crown,52.0508817,0.2532606
The Gate,52.0201566,0.2509379
The Masons Arms,53.3987864,-1.491438
The Bull Inn,52.5134376,-1.4573469
Forty Foot,53.4160645,-1.4878985
White Lion,52.4108136,-1.360927
The Pheasant,52.4531915,-1.3606041
The Saxon Mill,52.3009434,-1.574227
The Bricklayers Arms,52.5213209,-1.2931422
The Sharnford Arms,52.5222712,-1.2900435
Queen's Head,52.390957,-1.3690137
The Lansdowne,52.6281475,-1.1215097
The Royal Oak,52.7935805,-0.5316476
The Railway Arms,52.0192248,0.2424118
The Old English Gentleman,52.0224883,0.2404724
The Temeraire,52.0221432,0.2390004
The Elmdon Dial,52.0360422,0.1285992
Grouse and Claret,53.1901825,-1.6163827
White Hart,53.1929949,-0.7294044
Grail Court Hotel,52.8043555,-1.6339509
The Plough,52.029237,-1.1466731
The Manor,52.0282406,-1.1515764
The Greyhound,52.0324076,-1.1436965
The Bell,52.0325908,-1.1434809
The Cross Keys,53.5199679,-0.9243819
The Blue Bell,53.496229,-0.9885483
Wetmore Whistle,52.8120712,-1.6254565
Crescent Hotel,52.8167206,-1.6392118
Victoria Inn,52.8174209,-1.6394951
The Beeley Wood (Derelict),53.4183585,-1.5125976
Cottage Inn,52.3510999,-1.5702696
The Boat Inn,52.4425313,-1.4539692
The Cambridge Brew House,52.2074325,0.1221961
The Plough,52.79004,-1.6260374
Devonshire Arms,53.4126329,-1.4702856
The Stocks,53.4422988,-1.4702755
The Pheasant Inn,53.4202185,-1.498487
The Wheatsheaf,52.2780167,-1.5333506
The Star,52.5482498,-1.2787995
The Wentworth Arms,52.5577652,-1.3069197
The Lord Nelson,52.5756955,-1.3183906
The Woolly,52.535678,-1.3594654
Chequered Flag,52.036772,-1.1541596
The Sapcote Club,52.5369733,-1.281075
The White Lion,52.4335622,-1.3093768
The Old Lion,52.4094911,-1.2980121
Golden Lion Hotel,52.4124149,-1.3185555
The Gardens,52.7906841,-1.6292035
New Inn,52.7929885,-1.6234442
Punch Bowl,52.7940346,-1.6234395
Coopers Arms,52.7988816,-1.6474932
Golden Lion,53.3678808,-1.473053
The Red Lion,52.9419977,-0.8008531
The York,53.377215,-1.5016688
The Reindeer,53.5640538,-0.8811291
The Woodman,52.7364909,-1.5349419
The Legstraps,52.1037249,-0.529686
The Swan Salford,52.0433516,-0.6367181
Burnt Gate,52.8155365,-1.6976469
Acorn Inn,52.8125069,-1.6975954
The Bell Inn,52.8243854,-1.6871498
Leopard,52.8576544,-1.6878554
